chrom,start,end,label,length
chr17,60757587,60813124,YES,55538
chr17,40393501,40435259,YES,41759
chr17,37762790,37789866,YES,27077
chr17,75859589,75896517,YES,36929
chr17,32924891,32952335,YES,27445
chr17,17568659,17605970,YES,37312
chr17,74534501,74545394,YES,10894
chr18,53069619,53094376,YES,24758
chr18,5509654,5528108,YES,18455
chr19,13119188,13194806,YES,75619
chr19,29795749,29820214,YES,24466
chr19,42748139,42790690,YES,42552
chr19,47995464,48018385,YES,22922
chr19,40751184,40793363,YES,42180
chr19,6086131,6111392,YES,25262
chr19,38514600,38565823,YES,51224
chr19,51338049,51382278,YES,44230
chr19,30980642,31022477,YES,41836
chr19,3034269,3077316,YES,43048
chr19,13709996,13758378,YES,48383
chr19,31093810,31143497,YES,49688
chr19,18127768,18196138,YES,68371
chr2,20724089,20835969,YES,111881
chr2,182477518,182524153,YES,46636
chr2,2320882,2338459,YES,17578
chr2,85959346,86047252,YES,87907
chr2,51041422,51104173,YES,62752
chr2,135248752,135299111,YES,50360
chr2,174826416,174893601,YES,67186
chr2,70342341,70371696,YES,29356
chr2,50975927,51020541,YES,44615
chr2,155552409,155574749,YES,22341
chr2,85631788,85678391,YES,46604
chr2,19947944,19977747,YES,29804
chr2,60755553,60796660,YES,41108
chr2,207971644,208033056,YES,61413
chr2,135315030,135362798,YES,47769
chr2,55322403,55348990,YES,26588
chr2,56235184,56249382,YES,14199
chr2,55095088,55110881,YES,15794
chr2,23804749,23825852,YES,21104
chr2,178434415,178472115,YES,37701
chr2,2843302,2856385,YES,13084
chr2,50740943,50775169,YES,34227
chr2,95951659,95975550,YES,23892
chr2,20547939,20558425,YES,10487
chr2,10465091,10516712,YES,51622
chr2,119974292,120008490,YES,34199
chr2,28599607,28639515,YES,39909
chr2,46099896,46133425,YES,33530
chr20,20518430,20551870,YES,33441
chr20,20175139,20249447,YES,74309
chr20,30217226,30312298,YES,95073
chr20,5767280,5869574,YES,102295
chr20,20415850,20475000,YES,59151
chr20,62083705,62141008,YES,57304
chr20,45415781,45450721,YES,34941
chr20,31095881,31127874,YES,31994
chr20,24438518,24459539,YES,21022
chr20,47339279,47384027,YES,44749
chr20,24681386,24707405,YES,26020
chr20,45982686,45991926,YES,9241
chr20,61397617,61428897,YES,31281
chr20,48875887,48939128,YES,63242
chr20,19713677,19767915,YES,54239
chr20,20373967,20392858,YES,18892
chr20,31140627,31173745,YES,33119
chr20,20569959,20607353,YES,37395
chr20,12506094,12518088,YES,11995
chr20,30543708,30581395,YES,37688
chr20,32104265,32170101,YES,65837
chr20,44804428,44852387,YES,47960
chr20,45587508,45623691,YES,36184
chr20,52351683,52368890,YES,17208
chr20,46464992,46493930,YES,28939
chr20,61447453,61490069,YES,42617
chr20,24091462,24141585,YES,50124
chr20,689090,709809,YES,20720
chr20,25665249,25675450,YES,10202
chr20,3786690,3802294,YES,15605
chr21,46479743,46574951,YES,95209
chr21,34481477,34546723,YES,65247
chr21,43482257,43519510,YES,37254
chr21,39217465,39248197,YES,30733
chr21,45578570,45627097,YES,48528
chr21,34380100,34437994,YES,57895
chr22,37774087,37896615,YES,122529
chr22,42759872,42841316,YES,81445
chr22,40389950,40437988,YES,48039
chr22,43186554,43214739,YES,28186
chr22,44974112,45019016,YES,44905
chr22,29286448,29322384,YES,35937
chr22,29445014,29481193,YES,36180
chr22,39127604,39185366,YES,57763
chr22,39832982,39872987,YES,40006
chr22,49313093,49352180,YES,39088
chr22,18423016,18456496,YES,33481
chr22,23841905,23880174,YES,38270
chr22,38793099,38828133,YES,35035
chr3,127406206,127510818,YES,104613
chr3,128034950,128123964,YES,89015
chr3,129269992,129326721,YES,56730
chr3,16841753,16887141,YES,45389
chr3,170223688,170256733,YES,33046
chr3,126239475,126270666,YES,31192
chr3,139877448,139927975,YES,50528
chr3,49725840,49734808,YES,8969
chr3,170182013,170193468,YES,11456
chr3,97533121,97544214,YES,11094
chr3,114595501,114619959,YES,24459
chr3,159537681,159579861,YES,42181
chr4,80281683,80337613,YES,55931
chr5,14236388,14270428,YES,34041
chr5,14142211,14175093,YES,32883
chr5,142385548,142432754,YES,47207
chr5,22181645,22197337,YES,15693
chr5,134811887,134848628,YES,36742
chr5,70710736,70726141,YES,15406
chr5,398082,431475,YES,33394
chr5,38420098,38442736,YES,22639
chr5,43006978,43021968,YES,14991
chr5,139015391,139092275,YES,76885
chr5,10920830,10940241,YES,19412
chr5,112495927,112573807,YES,77881
chr6,20685570,20712310,YES,26741
chr6,43765653,43825819,YES,60167
chr6,84716843,84789416,YES,72574
chr6,111869902,111915988,YES,46087
chr6,34016654,34123263,YES,106610
chr6,19535121,19606753,YES,71633
chr6,6654590,6705900,YES,51311
chr6,33709837,33740814,YES,30978
chr6,44017492,44047590,YES,30099
chr6,34991812,35021308,YES,29497
chr6,114739722,114771443,YES,31722
chr6,33890063,33959292,YES,69230
chr6,34502624,34572557,YES,69934
chr6,17472471,17496140,YES,23670
chr6,33772589,33820061,YES,47473
chr6,25590154,25639369,YES,49216
chr7,127437928,127486975,YES,49048
chr7,31714321,31734121,YES,19801
chr7,69817267,69913214,YES,95948
chr7,1307663,1354327,YES,46665
chr7,5460934,5486548,YES,25615
chr7,841221,876692,YES,35472
chr7,31027335,31070343,YES,43009
chr7,47490575,47548312,YES,57738
chr7,127504394,127532367,YES,27974
chr8,62436018,62515651,YES,79634
chr8,62245443,62299858,YES,54416
chr8,125611629,125741015,YES,129387
chr8,125782406,125811720,YES,29315
chr8,53133897,53170183,YES,36287
chr8,123676493,123699484,YES,22992
chr8,62616645,62629217,YES,12573
chr8,133411860,133438486,YES,26627
chr9,135015621,135119145,YES,103525
chr9,134878126,134955899,YES,77774
chr9,139470097,139525295,YES,55199
chr9,129882995,129947021,YES,64027
chr9,132243320,132261430,YES,18111
chr9,132170168,132224096,YES,53929
chr9,130715396,130746745,YES,31350
chr9,133319612,133395850,YES,76239
chr9,137237353,137274948,YES,37596
chr9,138017838,138045580,YES,27743
chr9,130399537,130431274,YES,31738
chr9,132945142,132983336,YES,38195
chr9,137961232,137997367,YES,36136
chr9,134791428,134859000,YES,67573
chr9,130328321,130352935,YES,24615
chr9,137625075,137704896,YES,79822
chr9,90461947,90500327,YES,38381
chr9,134267953,134295180,YES,27228
chr9,85916476,85934043,YES,17568
chr9,135988184,136025720,YES,37537
chr9,134570835,134615508,YES,44674
chr9,136684581,136721489,YES,36909
chr9,86115230,86154506,YES,39277
chr9,134666495,134697403,YES,30909
chr1,183178019,183196646,NO,18628
chr1,156039340,156077702,NO,38363
chr1,6320113,6340718,NO,20606
chr1,41932096,41983704,NO,51609
chr1,45096670,45128699,NO,32030
chr1,31845000,31868395,NO,23396
chr1,112483504,112513367,NO,29864
chr1,55005722,55050709,NO,44988
chr1,155041154,155068384,NO,27231
chr1,31206549,31224597,NO,18049
chr1,54034862,54064829,NO,29968
chr1,6499791,6510011,NO,10221
chr1,23916467,23947072,NO,30606
chr1,68108323,68120449,NO,12127
chr1,114287364,114308682,NO,21319
chr1,7491842,7540409,NO,48568
chr1,232725761,232767373,NO,41613
chr1,209974413,210000173,NO,25761
chr1,233748884,233774675,NO,25792
chr1,51432078,51449163,NO,17086
chr1,152006094,152028794,NO,22701
chr1,3235589,3278647,NO,43059
chr1,54081992,54111450,NO,29459
chr1,68137706,68153445,NO,15740
chr1,203241961,203266059,NO,24099
chr1,224684849,224717900,NO,33052
chr1,205594325,205636213,NO,41889
chr1,165179848,165228567,NO,48720
chr1,3578427,3610250,NO,31824
chr1,10090285,10120594,NO,30310
chr1,16159258,16177896,NO,18639
chr1,212000102,212007427,NO,7326
chr1,156715789,156731156,NO,15368
chr1,1053576,1081422,NO,27847
chr1,17885410,17930995,NO,45586
chr1,27373844,27399947,NO,26104
chr1,116368372,116384941,NO,16570
chr1,15749409,15800985,NO,51577
chr1,2498973,2544516,NO,45544
chr1,45406725,45417531,NO,10807
chr1,243576934,243598464,NO,21531
chr1,145434709,145457662,NO,22954
chr1,153535757,153542182,NO,6426
chr1,7393576,7450170,NO,56595
chr1,117362368,117379290,NO,16923
chr1,39247040,39256574,NO,9535
chr1,231814574,231833335,NO,18762
chr1,8746773,8773149,NO,26377
chr1,16386504,16400953,NO,14450
chr1,225905079,225935304,NO,30226
chr1,243616588,243660527,NO,43940
chr1,213088901,213125937,NO,37037
chr1,214155622,214196879,NO,41258
chr1,54143281,54160262,NO,16982
chr1,23876806,23889803,NO,12998
chr1,223508984,223516295,NO,7312
chr1,10957276,10968854,NO,11579
chr1,201503733,201537042,NO,33310
chr1,220535822,220565748,NO,29927
chr1,226890272,226912794,NO,22523
chr1,44411235,44421136,NO,9902
chr1,236028081,236047440,NO,19360
chr1,78002549,78014668,NO,12120
chr1,53775897,53794520,NO,18624
chr1,27017916,27025523,NO,7608
chr1,216860675,216898008,NO,37334
chr1,18152778,18189475,NO,36698
chr1,162104104,162150047,NO,45944
chr1,214610076,214621014,NO,10939
chr1,1238206,1245246,NO,7041
chr1,37852156,37879785,NO,27630
chr1,203448942,203497320,NO,48379
chr1,44460266,44503699,NO,43434
chr1,46595219,46603117,NO,7899
chr1,16364537,16373178,NO,8642
chr1,31943343,31959033,NO,15691
chr1,11414341,11438509,NO,24169
chr1,204977790,205012172,NO,34383
chr1,26601936,26630103,NO,28168
chr1,246565448,246585754,NO,20307
chr1,19751099,19784945,NO,33847
chr1,230510384,230529359,NO,18976
chr1,30143952,30183922,NO,39971
chr1,143978979,143984535,NO,5557
chr1,120767603,120773155,NO,5553
chr1,206487947,206493279,NO,5333
chr1,54939395,54966382,NO,26988
chr1,162664540,162677428,NO,12889
chr1,8213863,8235260,NO,21398
chr1,2777397,2807835,NO,30439
chr1,156772848,156785012,NO,12165
chr1,17763429,17769084,NO,5656
chr1,155943842,155954624,NO,10783
chr1,204446790,204491404,NO,44615
chr1,25891681,25897215,NO,5535
chr1,151801461,151810380,NO,8920
chr1,31884012,31916231,NO,32220
chr1,225998506,226014777,NO,16272
chr1,1354772,1358988,NO,4217
chr1,224367866,224402588,NO,34723
chr1,25592588,25625690,NO,33103
chr1,156820533,156838983,NO,18451
chr1,26678157,26688536,NO,10380
chr1,188123369,188147312,NO,23944
chr1,57458377,57491630,NO,33254
chr1,37936739,37965732,NO,28994
chr1,3628608,3636570,NO,7963
chr1,245131850,245135980,NO,4131
chr1,110700778,110733228,NO,32451
chr1,21660312,21668967,NO,8656
chr1,227154453,227174014,NO,19562
chr1,206827504,206881090,NO,53587
chr1,1837305,1841816,NO,4512
chr1,117395103,117400545,NO,5443
chr1,53537430,53555963,NO,18534
chr1,61541750,61553010,NO,11261
chr1,56010442,56025552,NO,15111
chr1,29778053,29803415,NO,25363
chr1,22219941,22242403,NO,22463
chr1,54870361,54887669,NO,17309
chr1,232436871,232475899,NO,39029
chr1,53927762,53952552,NO,24791
chr1,8937202,8950785,NO,13584
chr1,19641417,19666369,NO,24953
chr1,37041219,37057234,NO,16016
chr1,201389927,201400971,NO,11045
chr1,233624357,233628916,NO,4560
chr1,228902507,228918423,NO,15917
chr1,112389609,112400716,NO,11108
chr1,22463084,22470653,NO,7570
chr1,167049667,167056600,NO,6934
chr1,18516668,18527593,NO,10926
chr1,212683652,212694388,NO,10737
chr1,203346314,203351118,NO,4805
chr1,119655652,119661004,NO,5353
chr1,211904269,211914089,NO,9821
chr1,225949212,225962503,NO,13292
chr1,25797978,25811448,NO,13471
chr1,149830133,149835238,NO,5106
chr1,149801665,149806812,NO,5148
chr1,9463956,9490041,NO,26086
chr1,244209570,244216748,NO,7179
chr1,24663774,24680045,NO,16272
chr1,18604007,18616952,NO,12946
chr1,29734790,29754863,NO,20074
chr1,243541267,243562133,NO,20867
chr1,59888070,59895630,NO,7561
chr1,181095298,181105439,NO,10142
chr1,211710567,211724435,NO,13869
chr1,52415768,52430744,NO,14977
chr1,6386979,6397972,NO,10994
chr1,153503317,153509742,NO,6426
chr1,150335212,150341851,NO,6640
chr1,156662032,156680653,NO,18622
chr1,36911887,36917094,NO,5208
chr1,51068308,51078676,NO,10369
chr1,201349978,201370155,NO,20178
chr1,60740926,60749696,NO,8771
chr1,117622748,117637451,NO,14704
chr1,8062987,8067408,NO,4422
chr1,21843060,21865642,NO,22583
chr1,167187845,167194081,NO,6237
chr1,115610682,115629650,NO,18969
chr1,228642999,228653253,NO,10255
chr1,29247287,29255872,NO,8586
chr1,154813439,154842023,NO,28585
chr1,183438493,183442959,NO,4467
chr1,156369146,156392310,NO,23165
chr1,151031119,151038099,NO,6981
chr1,38515825,38552360,NO,36536
chr1,165130248,165145435,NO,15188
chr1,182666102,182672978,NO,6877
chr1,230278940,230322890,NO,43951
chr1,82689803,82694613,NO,4811
chr1,29816106,29848508,NO,32403
chr1,174909536,174933849,NO,24314
chr1,22194762,22204061,NO,9300
chr1,211869469,211888679,NO,19211
chr1,21981905,21996915,NO,15011
chr1,27614244,27647835,NO,33592
chr1,23693957,23698532,NO,4576
chr1,234904779,234911281,NO,6503
chr1,43958947,43991324,NO,32378
chr1,228094428,228108928,NO,14501
chr1,25519440,25529593,NO,10154
chr1,16338750,16351451,NO,12702
chr1,110878817,110883284,NO,4468
chr1,2465586,2482841,NO,17256
chr1,27753111,27757003,NO,3893
chr1,218534359,218559842,NO,25484
chr1,165254072,165266166,NO,12095
chr1,25720741,25751021,NO,30281
chr1,39623246,39638892,NO,15647
chr1,149819767,149826673,NO,6907
chr1,118106598,118121069,NO,14472
chr1,243415467,243420702,NO,5236
chr1,27461806,27476550,NO,14745
chr1,244011050,244015898,NO,4849
chr1,183250589,183276540,NO,25952
chr1,71272709,71278874,NO,6166
chr1,165795911,165799441,NO,3531
chr1,7739593,7770476,NO,30884
chr1,16477008,16519204,NO,42197
chr1,150181117,150186897,NO,5781
chr1,90445624,90458822,NO,13199
chr1,36829632,36853848,NO,24217
chr1,44346836,44352875,NO,6040
chr1,60147543,60159473,NO,11931
chr1,16800956,16826628,NO,25673
chr1,116192417,116214621,NO,22205
chr1,207066366,207084011,NO,17646
chr1,150533331,150553016,NO,19686
chr1,237324320,237337006,NO,12687
chr1,26794901,26800706,NO,5806
chr1,64253366,64277431,NO,24066
chr1,216976216,216990429,NO,14214
chr1,22489894,22514382,NO,24489
chr1,156090297,156097424,NO,7128
chr1,55969141,55991148,NO,22008
chr1,110071823,110092307,NO,20485
chr1,201271080,201283432,NO,12353
chr1,245961928,245979929,NO,18002
chr1,229543574,229548339,NO,4766
chr1,205214552,205229445,NO,14894
chr1,32662259,32667458,NO,5200
chr1,65531301,65535398,NO,4098
chr1,226248498,226252929,NO,4432
chr1,201731518,201762492,NO,30975
chr1,215739463,215744178,NO,4716
chr1,201885519,201919435,NO,33917
chr1,56889343,56910271,NO,20929
chr1,23338781,23348018,NO,9238
chr1,8013501,8028354,NO,14854
chr1,236080143,236088252,NO,8110
chr1,10769516,10795979,NO,26464
chr1,211430378,211434964,NO,4587
chr1,933894,951146,NO,17253
chr1,149855594,149861070,NO,5477
chr1,228673653,228679206,NO,5554
chr1,24828150,24834345,NO,6196
chr1,155176294,155179879,NO,3586
chr1,1136358,1153663,NO,17306
chr1,8875295,8883821,NO,8527
chr1,59244628,59251741,NO,7114
chr1,203400933,203419711,NO,18779
chr1,46150961,46154785,NO,3825
chr1,149810272,149816135,NO,5864
chr1,44758715,44782636,NO,23922
chr1,23850670,23859205,NO,8536
chr1,155161790,155165915,NO,4126
chr1,203289177,203297761,NO,8585
chr1,214676579,214681725,NO,5147
chr1,212657998,212664399,NO,6402
chr1,33218943,33233632,NO,14690
chr1,60432426,60440673,NO,8248
chr1,23111531,23136363,NO,24833
chr1,117418971,117423916,NO,4946
chr1,202236443,202262233,NO,25791
chr1,162850822,162869769,NO,18948
chr1,62642348,62652133,NO,9786
chr1,62900907,62904619,NO,3713
chr1,3085237,3090038,NO,4802
chr1,220700018,220704654,NO,4637
chr1,32525117,32530058,NO,4942
chr1,82724529,82728668,NO,4140
chr1,3735140,3739872,NO,4733
chr1,45984044,45993927,NO,9884
chr1,46644817,46650613,NO,5797
chr1,26231186,26235201,NO,4016
chr1,20668655,20694093,NO,25439
chr1,114453889,114459568,NO,5680
chr1,7101543,7110923,NO,9381
chr1,187839523,187848634,NO,9112
chr1,201938943,201957112,NO,18170
chr1,227125639,227135279,NO,9641
chr1,17566033,17580815,NO,14783
chr1,112275102,112283408,NO,8307
chr1,181057198,181075699,NO,18502
chr1,7336986,7342365,NO,5380
chr1,49500546,49518997,NO,18452
chr1,108033277,108039933,NO,6657
chr1,65774333,65785733,NO,11401
chr1,227957261,227975848,NO,18588
chr1,11256854,11262095,NO,5242
chr1,181563676,181575012,NO,11337
chr1,212097675,212103728,NO,6054
chr1,117587579,117603873,NO,16295
chr1,175808553,175813092,NO,4540
chr1,235242162,235268984,NO,26823
chr1,31357995,31362298,NO,4304
chr1,18860826,18878101,NO,17276
chr1,9367074,9381908,NO,14835
chr1,41702855,41710132,NO,7278
chr1,59856999,59861272,NO,4274
chr1,41444402,41452885,NO,8484
chr1,165086091,165099985,NO,13895
chr1,245025431,245029079,NO,3649
chr1,9850983,9865769,NO,14787
chr1,33979873,33985012,NO,5140
chr1,27667425,27676184,NO,8760
chr1,55713958,55719228,NO,5271
chr1,151683871,151690502,NO,6632
chr1,203329117,203333180,NO,4064
chr1,65719284,65732895,NO,13612
chr1,33893995,33905255,NO,11261
chr1,10916469,10929832,NO,13364
chr1,11216207,11219531,NO,3325
chr1,179783399,179796654,NO,13256
chr1,26841756,26859199,NO,17444
chr1,154945752,154949377,NO,3626
chr1,183231030,183235481,NO,4452
chr1,19727782,19734164,NO,6383
chr1,194721917,194726460,NO,4544
chr1,49109326,49137841,NO,28516
chr1,3430131,3448180,NO,18050
chr1,38916399,38931683,NO,15285
chr1,15608259,15612952,NO,4694
chr1,36601926,36618041,NO,16116
chr1,78146795,78150488,NO,3694
chr1,187035278,187050336,NO,15059
chr1,11773149,11777212,NO,4064
chr1,27112201,27116108,NO,3908
chr1,184822326,184831606,NO,9281
chr1,95283985,95289288,NO,5304
chr1,182325213,182329282,NO,4070
chr1,206194895,206206639,NO,11745
chr1,202375905,202382094,NO,6190
chr1,210423512,210436187,NO,12676
chr1,56837766,56843708,NO,5943
chr1,38491844,38496954,NO,5111
chr1,23073061,23081314,NO,8254
chr1,185448290,185466275,NO,17986
chr1,117079488,117083560,NO,4073
chr1,226542683,226555759,NO,13077
chr1,107868115,107885339,NO,17225
chr1,26122215,26130334,NO,8120
chr1,13776452,13787869,NO,11418
chr1,6548110,6552577,NO,4468
chr1,228132412,228136736,NO,4325
chr1,156623827,156639788,NO,15962
chr1,230479949,230487204,NO,7256
chr1,117525447,117534923,NO,9477
chr1,16721515,16726606,NO,5092
chr1,154320904,154326688,NO,5785
chr1,46766972,46770166,NO,3195
chr1,47106865,47111001,NO,4137
chr1,117908530,117920453,NO,11924
chr1,110165683,110176647,NO,10965
chr1,155138119,155142788,NO,4670
chr1,26490048,26497412,NO,7365
chr1,42126816,42145210,NO,18395
chr1,148927768,148932533,NO,4766
chr1,109358102,109374293,NO,16192
chr1,225613734,225617407,NO,3674
chr1,85785260,85789049,NO,3790
chr1,50821765,50825428,NO,3664
chr1,7613594,7623130,NO,9537
chr1,8699253,8707001,NO,7749
chr1,225838769,225842339,NO,3571
chr1,22323916,22329607,NO,5692
chr1,109233871,109237164,NO,3294
chr1,27981246,27996565,NO,15320
chr1,183512110,183522752,NO,10643
chr1,223737327,223746863,NO,9537
chr1,150206292,150209701,NO,3410
chr1,208341964,208378324,NO,36361
chr1,1563574,1568155,NO,4582
chr1,26826089,26828728,NO,2640
chr1,55802561,55820842,NO,18282
chr1,185284445,185287936,NO,3492
chr1,167903789,167907974,NO,4186
chr1,183385131,183388334,NO,3204
chr1,54513695,54520479,NO,6785
chr1,95414984,95428490,NO,13507
chr1,181148356,181173470,NO,25115
chr1,154296712,154303622,NO,6911
chr1,26313553,26320620,NO,7068
chr1,10257874,10272779,NO,14906
chr1,31535403,31539304,NO,3902
chr1,59348187,59373853,NO,25667
chr1,24608932,24624506,NO,15575
chr1,61660438,61668722,NO,8285
chr1,155828496,155831509,NO,3014
chr1,41115817,41132285,NO,16469
chr1,156192327,156206938,NO,14612
chr1,51794559,51798284,NO,3726
chr1,19353342,19363062,NO,9721
chr1,167682959,167686578,NO,3620
chr1,9404025,9413866,NO,9842
chr1,107568760,107573054,NO,4295
chr1,46015659,46023589,NO,7931
chr1,208312223,208319785,NO,7563
chr1,51164834,51172657,NO,7824
chr1,204409866,204417383,NO,7518
chr1,21630695,21646898,NO,16204
chr1,29562259,29584605,NO,22347
chr1,37498741,37522911,NO,24171
chr1,3818804,3845374,NO,26571
chr1,115854944,115861109,NO,6166
chr1,204888955,204894825,NO,5871
chr1,113239955,113244686,NO,4732
chr1,212808637,212839342,NO,30706
chr1,26945886,26948775,NO,2890
chr1,20809777,20815117,NO,5341
chr1,17066146,17078104,NO,11959
chr1,206617417,206630078,NO,12662
chr1,186048097,186053185,NO,5089
chr1,205244466,205271769,NO,27304
chr1,159913033,159916725,NO,3693
chr1,205885957,205890905,NO,4949
chr1,26338941,26345549,NO,6609
chr1,235104473,235115320,NO,10848
chr1,156022509,156025548,NO,3040
chr1,76733560,76752979,NO,19420
chr1,203597971,203620651,NO,22681
chr1,26654133,26664833,NO,10701
chr1,87239432,87259785,NO,20354
chr1,55350847,55354403,NO,3557
chr1,246309276,246325445,NO,16170
