chrom,start,end,label,length
chr1,185903257,185909201,YES,5945
chr1,153467313,153473224,YES,5912
chr1,163407170,163412784,YES,5615
chr1,186441653,186446807,YES,5155
chr1,62767771,62772489,YES,4719
chr1,84314063,84318644,YES,4582
chr1,155194202,155198671,YES,4470
chr1,186301869,186305182,YES,3314
chr1,152011732,152014675,YES,2944
chr1,133342950,133345351,YES,2402
chr1,65135496,65137622,YES,2127
chr1,65223260,65225292,YES,2033
chr1,169177120,169179088,YES,1969
chr1,150750140,150751678,YES,1539
chr1,139647609,139648891,YES,1283
chr1,180975850,180977059,YES,1210
chr1,165312205,165313259,YES,1055
chr1,186360107,186361003,YES,897
chr1,161116837,161117717,YES,881
chr1,54580571,54580962,YES,392
chr10,87835202,87880873,YES,45672
chr10,59706727,59745843,YES,39117
chr10,95612923,95651826,YES,38904
chr10,60576894,60606763,YES,29870
chr10,33902866,33930230,YES,27365
chr10,127014887,127042208,YES,27322
chr10,8578349,8602168,YES,23820
chr10,98690626,98714130,YES,23505
chr10,57496238,57519726,YES,23489
chr10,59803773,59826559,YES,22787
chr10,67158555,67180760,YES,22206
chr10,87137542,87159670,YES,22129
chr10,98884882,98906624,YES,21743
chr10,12675450,12696933,YES,21484
chr10,10168760,10189567,YES,20808
chr10,76993719,77014236,YES,20518
chr10,18716233,18735640,YES,19408
chr10,95795269,95814378,YES,19110
chr10,98342530,98361555,YES,19026
chr10,117522126,117541054,YES,18929
chr10,121995732,122013764,YES,18033
chr10,21320660,21338089,YES,17430
chr10,18647105,18663812,YES,16708
chr10,18773157,18789734,YES,16578
chr10,111423425,111439627,YES,16203
chr10,66311494,66327435,YES,15942
chr10,93143210,93158585,YES,15376
chr10,80392501,80407540,YES,15040
chr10,39813094,39828115,YES,15022
chr10,94371813,94386459,YES,14647
chr10,36909753,36924056,YES,14304
chr10,24353989,24368288,YES,14300
chr10,67057914,67071443,YES,13530
chr10,25038599,25052058,YES,13460
chr10,44411181,44424512,YES,13332
chr10,87292613,87305646,YES,13034
chr10,24835653,24848590,YES,12938
chr10,98632123,98644801,YES,12679
chr10,67702366,67714656,YES,12291
chr10,92719285,92731570,YES,12286
chr10,96107794,96119893,YES,12100
chr10,95692658,95703767,YES,11110
chr10,57440911,57451991,YES,11081
chr10,87174422,87185438,YES,11017
chr10,98400324,98411293,YES,10970
chr10,10035300,10045795,YES,10496
chr10,83792618,83802013,YES,9396
chr10,120802779,120812091,YES,9313
chr10,39789091,39797878,YES,8788
chr10,98922139,98930642,YES,8504
chr10,120925680,120934169,YES,8490
chr10,110564048,110572039,YES,7992
chr10,67587713,67595250,YES,7538
chr10,44379043,44386091,YES,7049
chr10,126499457,126505984,YES,6528
chr10,13552202,13557903,YES,5702
chr10,58699103,58704373,YES,5271
chr10,40241231,40246163,YES,4933
chr10,37080813,37084956,YES,4144
chr10,116738681,116742082,YES,3402
chr10,58725502,58728752,YES,3251
chr10,10460301,10462421,YES,2121
chr10,75139347,75140484,YES,1138
chr10,53004607,53005467,YES,861
chr10,92951005,92951738,YES,734
chr11,83390325,83432428,YES,42104
chr11,16869644,16909094,YES,39451
chr11,8474332,8510393,YES,36062
chr11,86417122,86448434,YES,31313
chr11,54992277,55022378,YES,30102
chr11,22742687,22772107,YES,29421
chr11,33925092,33953965,YES,28874
chr11,59340078,59368073,YES,27996
chr11,79955050,79982934,YES,27885
chr11,95705738,95731473,YES,25736
chr11,53307785,53333039,YES,25255
chr11,114767997,114792994,YES,24998
chr11,110553874,110577276,YES,23403
chr11,29686723,29709784,YES,23062
chr11,67392039,67413686,YES,21648
chr11,86383656,86404430,YES,20775
chr11,81818013,81837882,YES,19870
chr11,5402258,5421969,YES,19712
chr11,69887860,69906093,YES,18234
chr11,76697907,76715619,YES,17713
chr11,4124281,4141032,YES,16752
chr11,104286173,104302424,YES,16252
chr11,83546378,83561709,YES,15332
chr11,117840739,117855415,YES,14677
chr11,70817932,70832506,YES,14575
chr11,100855629,100870123,YES,14495
chr11,121652602,121666530,YES,13929
chr11,29605149,29618993,YES,13845
chr11,110949906,110963637,YES,13732
chr11,103261051,103274547,YES,13497
chr11,90094064,90106775,YES,12712
chr11,54615344,54626986,YES,11643
chr11,121596121,121607354,YES,11234
chr11,114961744,114972073,YES,10330
chr11,83453486,83463658,YES,10173
chr11,22566019,22576177,YES,10159
chr11,68677101,68685935,YES,8835
chr11,96828138,96836511,YES,8374
chr11,106336514,106344741,YES,8228
chr11,118007016,118014855,YES,7840
chr11,97171085,97176922,YES,5838
chr11,3377260,3382657,YES,5398
chr11,93979852,93984465,YES,4614
chr11,111304570,111307541,YES,2972
chr11,76400759,76403301,YES,2543
chr11,115049977,115052133,YES,2157
chr11,68271371,68273428,YES,2058
chr11,20979573,20981614,YES,2042
chr11,21123502,21125013,YES,1512
chr11,16537468,16538920,YES,1453
chr11,21302588,21303550,YES,963
chr11,4194410,4195104,YES,695
chr11,84816911,84817476,YES,566
chr12,12274710,12308614,YES,33905
chr12,101217752,101251469,YES,33718
chr12,35972223,36004876,YES,32654
chr12,86707194,86739496,YES,32303
chr12,70547448,70574291,YES,26844
chr12,32867332,32894016,YES,26685
chr12,41277864,41301923,YES,24060
chr12,8504645,8528608,YES,23964
chr12,80452271,80474318,YES,22048
chr12,27124117,27145666,YES,21550
chr12,8835947,8855338,YES,19392
chr12,109867744,109886579,YES,18836
chr12,81147176,81165239,YES,18064
chr12,86088920,86106101,YES,17182
chr12,112668545,112682655,YES,14111
chr12,85189426,85203425,YES,14000
chr12,86470397,86484360,YES,13964
chr12,103678438,103692249,YES,13812
chr12,71795896,71809407,YES,13512
chr12,113857728,113868083,YES,10356
chr12,33628620,33638792,YES,10173
chr12,119066908,119076399,YES,9492
chr12,81947821,81956772,YES,8952
chr12,12229271,12237440,YES,8170
chr12,76547144,76555021,YES,7878
chr12,96981924,96987676,YES,5753
chr12,99608945,99614379,YES,5435
chr12,12178820,12183924,YES,5105
chr12,88732074,88736941,YES,4868
chr12,16881903,16885156,YES,3254
chr12,103586373,103589442,YES,3070
chr12,86829956,86832002,YES,2047
chr12,52965964,52967958,YES,1995
chr12,39630834,39631818,YES,985
chr12,56589369,56590287,YES,919
chr12,8439374,8440085,YES,712
chr13,52663189,52732178,YES,68990
chr13,41528496,41569420,YES,40925
chr13,13644176,13684725,YES,40550
chr13,43563364,43601536,YES,38173
chr13,19913426,19947228,YES,33803
chr13,5591461,5623943,YES,32483
chr13,31079431,31110135,YES,30705
chr13,98307455,98337937,YES,30483
chr13,111531810,111559796,YES,27987
chr13,37196670,37222889,YES,26220
chr13,114379599,114404763,YES,25165
chr13,5715690,5740647,YES,24958
chr13,114275461,114300121,YES,24661
chr13,49278981,49301312,YES,22332
chr13,112586610,112608937,YES,22328
chr13,5867237,5889217,YES,21981
chr13,41595980,41617052,YES,21073
chr13,98353936,98374795,YES,20860
chr13,24688976,24708883,YES,19908
chr13,44613594,44632986,YES,19393
chr13,75916576,75935588,YES,19013
chr13,94924372,94942883,YES,18512
chr13,103473871,103491443,YES,17573
chr13,111718400,111735349,YES,16950
chr13,113099049,113115794,YES,16746
chr13,41695245,41711235,YES,15991
chr13,95055891,95071770,YES,15880
chr13,99573698,99589565,YES,15868
chr13,5801417,5817074,YES,15658
chr13,20875860,20890819,YES,14960
chr13,43884097,43898567,YES,14471
chr13,76759331,76773630,YES,14300
chr13,113219904,113234033,YES,14130
chr13,99714282,99728387,YES,14106
chr13,23622441,23636251,YES,13811
chr13,63206306,63219569,YES,13264
chr13,13618060,13631287,YES,13228
chr13,83203647,83215274,YES,11628
chr13,24883182,24894766,YES,11585
chr13,24186389,24197599,YES,11211
chr13,64499339,64510009,YES,10671
chr13,73820961,73831309,YES,10349
chr13,109556205,109566550,YES,10346
chr13,53071580,53081643,YES,10064
chr13,81080136,81088919,YES,8784
chr13,41008786,41017335,YES,8550
chr13,100915102,100923314,YES,8213
chr13,103642694,103650717,YES,8024
chr13,112719347,112726664,YES,7318
chr13,16021455,16028489,YES,7035
chr13,90023257,90029499,YES,6243
chr13,56279833,56286054,YES,6222
chr13,75957370,75963054,YES,5685
chr13,15939848,15945461,YES,5614
chr13,118026001,118031318,YES,5318
chr13,81242742,81247930,YES,5189
chr13,94863969,94868815,YES,4847
chr13,81271657,81276039,YES,4383
chr13,12500747,12504917,YES,4171
chr13,41063782,41067176,YES,3395
chr13,94764564,94767038,YES,2475
chr13,112920166,112921713,YES,1548
chr13,52917336,52918817,YES,1482
chr13,52576905,52577728,YES,824
chr13,115999562,116000291,YES,730
chr13,41169126,41169782,YES,657
chr14,73538176,73587090,YES,48915
chr14,103428336,103470643,YES,42308
chr14,120662329,120702775,YES,40447
chr14,104289982,104329571,YES,39590
chr14,32199084,32236045,YES,36962
chr14,66837565,66869608,YES,32044
chr14,75564101,75595922,YES,31822
chr14,32967844,32997933,YES,30090
chr14,47970478,47994712,YES,24235
chr14,56332237,56354073,YES,21837
chr14,26280825,26299821,YES,18997
chr14,61921275,61940095,YES,18821
chr14,106434501,106452820,YES,18320
chr14,32581465,32599422,YES,17958
chr14,21653207,21667460,YES,14254
chr14,69891327,69905313,YES,13987
chr14,79949019,79962681,YES,13663
chr14,22564031,22577182,YES,13152
chr14,73797876,73810796,YES,12921
chr14,45657533,45670352,YES,12820
chr14,122384472,122396505,YES,12034
chr14,65273229,65283195,YES,9967
chr14,103226843,103235212,YES,8370
chr14,34053429,34061403,YES,7975
chr14,73152755,73160411,YES,7657
chr14,45938410,45945715,YES,7306
chr14,8925760,8932805,YES,7046
chr14,63695070,63701589,YES,6520
chr14,46280981,46287420,YES,6440
chr14,62480173,62485733,YES,5561
chr14,103306189,103311247,YES,5059
chr14,21113605,21117985,YES,4381
chr14,63747488,63751666,YES,4179
chr14,62315021,62317874,YES,2854
chr14,26608524,26610934,YES,2411
chr14,31246888,31248984,YES,2097
chr15,100034981,100082234,YES,47254
chr15,73426815,73471319,YES,44505
chr15,78075040,78109231,YES,34192
chr15,39769605,39800619,YES,31015
chr15,66801069,66830780,YES,29712
chr15,58565408,58592836,YES,27429
chr15,6504534,6531484,YES,26951
chr15,83258018,83282730,YES,24713
chr15,90998255,91022726,YES,24472
chr15,59639057,59663082,YES,24026
chr15,50651304,50672766,YES,21463
chr15,6341161,6361828,YES,20668
chr15,64073802,64093804,YES,20003
chr15,62213586,62233332,YES,19747
chr15,66919881,66939101,YES,19221
chr15,59541475,59560298,YES,18824
chr15,99213333,99231471,YES,18139
chr15,63914693,63932669,YES,17977
chr15,59603986,59619198,YES,15213
chr15,64006127,64021252,YES,15126
chr15,39602325,39615885,YES,13561
chr15,50526813,50540205,YES,13393
chr15,50685739,50698998,YES,13260
chr15,63434475,63446436,YES,11962
chr15,38573841,38585518,YES,11678
chr15,66638539,66650026,YES,11488
chr15,31261415,31272675,YES,11261
chr15,6006813,6017808,YES,10996
chr15,39845413,39855213,YES,9801
chr15,59574241,59583908,YES,9668
chr15,27593885,27603362,YES,9478
chr15,67999369,68007739,YES,8371
chr15,96565966,96574137,YES,8172
chr15,50603998,50611820,YES,7823
chr15,34265619,34272928,YES,7310
chr15,41615594,41622760,YES,7167
chr15,25757991,25765147,YES,7157
chr15,59692037,59698630,YES,6594
chr15,59479897,59485802,YES,5906
chr15,52965547,52971287,YES,5741
chr15,59242946,59248579,YES,5634
chr15,76100156,76104759,YES,4604
chr15,67310879,67314058,YES,3180
chr15,59381560,59384729,YES,3170
chr15,77661479,77663249,YES,1771
chr15,9793989,9795071,YES,1083
chr15,65934669,65935561,YES,893
chr16,16525328,16577119,YES,51792
chr16,85114041,85153236,YES,39196
chr16,91607135,91640851,YES,33717
chr16,45007647,45039346,YES,31700
chr16,91385848,91416376,YES,30529
chr16,36626885,36656467,YES,29583
chr16,87611730,87638817,YES,27088
chr16,77015452,77042198,YES,26747
chr16,20401480,20426791,YES,25312
chr16,23272160,23296342,YES,24183
chr16,92597918,92621860,YES,23943
chr16,85061705,85084950,YES,23246
chr16,22095764,22118599,YES,22836
chr16,49836861,49859580,YES,22720
chr16,44119866,44141059,YES,21194
chr16,24619615,24638475,YES,18861
chr16,24651550,24670251,YES,18702
chr16,49938714,49957392,YES,18679
chr16,65196829,65215094,YES,18266
chr16,23976300,23993750,YES,17451
chr16,25041228,25058597,YES,17370
chr16,24933394,24949757,YES,16364
chr16,45371105,45387448,YES,16344
chr16,20357602,20372537,YES,14936
chr16,91841482,91856353,YES,14872
chr16,51920994,51934633,YES,13640
chr16,19962989,19976443,YES,13455
chr16,24882050,24892663,YES,10614
chr16,10991895,11002327,YES,10433
chr16,91452576,91462436,YES,9861
chr16,24193487,24203247,YES,9761
chr16,91727533,91735571,YES,8039
chr16,44772011,44779290,YES,7280
chr16,25010791,25017521,YES,6731
chr16,91522221,91527758,YES,5538
chr16,17177588,17182724,YES,5137
chr16,33950709,33955422,YES,4714
chr16,93207594,93212145,YES,4552
chr16,78575989,78579890,YES,3902
chr16,70326607,70330190,YES,3584
chr16,44988758,44991906,YES,3149
chr16,77174934,77175965,YES,1032
chr16,23855112,23855941,YES,830
chr16,75961282,75962025,YES,744
chr17,28819517,28859704,YES,40188
chr17,71613898,71650360,YES,36463
chr17,18002059,18038401,YES,36343
chr17,35325152,35356853,YES,31702
chr17,57474219,57498265,YES,24047
chr17,5187487,5211379,YES,23893
chr17,84502688,84526147,YES,23460
chr17,44834047,44855509,YES,21463
chr17,88512651,88532808,YES,20158
chr17,74283034,74302195,YES,19162
chr17,26633859,26652511,YES,18653
chr17,51011774,51029316,YES,17543
chr17,66067837,66084877,YES,17041
chr17,43710458,43727273,YES,16816
chr17,33689052,33703893,YES,14842
chr17,12352950,12367758,YES,14809
chr17,10507770,10519912,YES,12143
chr17,87692443,87704338,YES,11896
chr17,50250200,50259835,YES,9636
chr17,34772540,34781967,YES,9428
chr17,80952317,80960522,YES,8206
chr17,21076990,21085139,YES,8150
chr17,71436132,71443810,YES,7679
chr17,75201919,75208213,YES,6295
chr17,29568664,29572982,YES,4319
chr17,31176520,31178158,YES,1639
chr17,43274640,43275860,YES,1221
chr17,75110020,75110883,YES,864
chr17,45745297,45745968,YES,672
chr18,50176489,50216184,YES,39696
chr18,36859983,36894851,YES,34869
chr18,6456215,6488854,YES,32640
chr18,12795467,12820061,YES,24595
chr18,54998733,55020976,YES,22244
chr18,82682812,82704914,YES,22103
chr18,5123039,5142938,YES,19900
chr18,60640718,60660009,YES,19292
chr18,46763707,46781591,YES,17885
chr18,62373925,62390062,YES,16138
chr18,39170503,39186471,YES,15969
chr18,65843420,65859226,YES,15807
chr18,39344264,39360007,YES,15744
chr18,65116982,65132460,YES,15479
chr18,4251875,4266735,YES,14861
chr18,60912388,60927074,YES,14687
chr18,52843586,52857826,YES,14241
chr18,78095098,78108735,YES,13638
chr18,66627423,66638182,YES,10760
chr18,38080636,38089504,YES,8869
chr18,12309580,12317623,YES,8044
chr18,39098746,39106578,YES,7833
chr18,55568757,55575785,YES,7029
chr18,4907991,4912989,YES,4999
chr18,52722888,52727344,YES,4457
chr18,39718978,39723383,YES,4406
chr18,70595641,70597655,YES,2015
chr18,82638487,82639732,YES,1246
chr18,84769673,84770595,YES,923
chr18,32716975,32717879,YES,905
chr18,13344632,13345352,YES,721
chr19,29559419,29596049,YES,36631
chr19,5786430,5818646,YES,32217
chr19,16184904,16215600,YES,30697
chr19,11167742,11194411,YES,26670
chr19,34591639,34614331,YES,22693
chr19,32372543,32394495,YES,21953
chr19,32254082,32274927,YES,20846
chr19,20460330,20477842,YES,17513
chr19,16108286,16125340,YES,17055
chr19,32339899,32356758,YES,16860
chr19,38085611,38100326,YES,14716
chr19,34262324,34276082,YES,13759
chr19,43741430,43754643,YES,13214
chr19,12535186,12548325,YES,13140
chr19,32025259,32038199,YES,12941
chr19,61093146,61105342,YES,12197
chr19,17408165,17419915,YES,11751
chr19,12508951,12520123,YES,11173
chr19,34509667,34520722,YES,11056
chr19,32289149,32299514,YES,10366
chr19,16081298,16090818,YES,9521
chr19,34336578,34345140,YES,8563
chr19,6268311,6276307,YES,7997
chr19,21105285,21112503,YES,7219
chr19,5842718,5849612,YES,6895
chr19,21531778,21536547,YES,4770
chr19,3880219,3882781,YES,2563
chr19,46974199,46976566,YES,2368
chr19,3376722,3378933,YES,2212
chr19,25039900,25041911,YES,2012
chr19,8917389,8919291,YES,1903
chr19,59145844,59146791,YES,948
chr19,30181631,30182484,YES,854
chr2,14128443,14184222,YES,55780
chr2,117784457,117838378,YES,53922
chr2,129123273,129164417,YES,41145
chr2,13459390,13498203,YES,38814
chr2,167565995,167603815,YES,37821
chr2,60681718,60716612,YES,34895
chr2,72867691,72902528,YES,34838
chr2,102702585,102735496,YES,32912
chr2,159885715,159917264,YES,31550
chr2,52783990,52815426,YES,31437
chr2,160033959,160064073,YES,30115
chr2,6634407,6661540,YES,27134
chr2,90912191,90938792,YES,26602
chr2,69218176,69244205,YES,26030
chr2,152970808,152996729,YES,25922
chr2,60635142,60660174,YES,25033
chr2,129372349,129396960,YES,24612
chr2,102540658,102565169,YES,24512
chr2,13331122,13354077,YES,22956
chr2,70702444,70724336,YES,21893
chr2,50688988,50709989,YES,21002
chr2,102807287,102827559,YES,20273
chr2,75611509,75631431,YES,19923
chr2,126284475,126303956,YES,19482
chr2,131919972,131937722,YES,17751
chr2,11434589,11452271,YES,17683
chr2,101984413,102001847,YES,17435
chr2,146342482,146359634,YES,17153
chr2,170136297,170152763,YES,16467
chr2,43612579,43628819,YES,16241
chr2,35182467,35198556,YES,16090
chr2,112273491,112289280,YES,15790
chr2,59909041,59924776,YES,15736
chr2,61417119,61432019,YES,14901
chr2,90405512,90419910,YES,14399
chr2,101708668,101722500,YES,13833
chr2,129185840,129199618,YES,13779
chr2,122596399,122610112,YES,13714
chr2,169945967,169959369,YES,13403
chr2,131249175,131262527,YES,13353
chr2,128632298,128645290,YES,12993
chr2,148305885,148318456,YES,12572
chr2,117739532,117751733,YES,12202
chr2,164198198,164210246,YES,12049
chr2,46215567,46227065,YES,11499
chr2,159971838,159983294,YES,11457
chr2,145647597,145658863,YES,11267
chr2,145684986,145695229,YES,10244
chr2,129417362,129427411,YES,10050
chr2,60739429,60749212,YES,9784
chr2,68625257,68634847,YES,9591
chr2,3581134,3590314,YES,9181
chr2,132421281,132430123,YES,8843
chr2,19265338,19273942,YES,8605
chr2,167176218,167184568,YES,8351
chr2,22659186,22666791,YES,7606
chr2,167535893,167543496,YES,7604
chr2,155551414,155558719,YES,7306
chr2,24196958,24203834,YES,6877
chr2,91806139,91812929,YES,6791
chr2,31625826,31632496,YES,6671
chr2,72204349,72210769,YES,6421
chr2,32713015,32719350,YES,6336
chr2,128159531,128165542,YES,6012
chr2,113285444,113290736,YES,5293
chr2,130912155,130917250,YES,5096
chr2,103802555,103807629,YES,5075
chr2,145710417,145715413,YES,4997
chr2,148276963,148281688,YES,4726
chr2,51228167,51232748,YES,4582
chr2,75569062,75572916,YES,3855
chr2,45114374,45118046,YES,3673
chr2,5690626,5694148,YES,3523
chr2,45132019,45135475,YES,3457
chr2,145629901,145632770,YES,2870
chr2,167750362,167752520,YES,2159
chr2,64939412,64940988,YES,1577
chr2,136761889,136763306,YES,1418
chr2,131976559,131977796,YES,1238
chr2,71915661,71916830,YES,1170
chr2,79537907,79539007,YES,1101
chr2,34683077,34684149,YES,1073
chr2,71337586,71338585,YES,1000
chr2,91536077,91537065,YES,989
chr2,143834897,143835869,YES,973
chr2,29627426,29628327,YES,902
chr2,50395137,50395999,YES,863
chr2,12096270,12096998,YES,729
chr3,79335803,79376943,YES,41141
chr3,60275845,60315730,YES,39886
chr3,95085571,95123077,YES,37507
chr3,79691838,79723146,YES,31309
chr3,27108440,27135994,YES,27555
chr3,84232997,84260089,YES,27093
chr3,21886591,21909908,YES,23318
chr3,148989698,149012488,YES,22791
chr3,136344994,136367577,YES,22584
chr3,84469842,84491202,YES,21361
chr3,78956757,78977807,YES,21051
chr3,116547695,116568708,YES,21014
chr3,21704407,21724482,YES,20076
chr3,109057829,109076900,YES,19072
chr3,103590924,103609992,YES,19069
chr3,127616989,127635801,YES,18813
chr3,144364285,144382600,YES,18316
chr3,80844839,80862254,YES,17416
chr3,93308457,93325857,YES,17401
chr3,129639244,129656579,YES,17336
chr3,115381911,115399029,YES,17119
chr3,126315652,126331525,YES,15874
chr3,27634726,27650543,YES,15818
chr3,27576430,27591518,YES,15089
chr3,97859490,97873885,YES,14396
chr3,9020060,9034372,YES,14313
chr3,109155154,109169215,YES,14062
chr3,104849482,104863305,YES,13824
chr3,131766229,131779628,YES,13400
chr3,10246926,10260211,YES,13286
chr3,95454321,95467552,YES,13232
chr3,106287393,106299265,YES,11873
chr3,9505389,9517064,YES,11676
chr3,10077056,10087903,YES,10848
chr3,50409431,50420130,YES,10700
chr3,131128988,131139387,YES,10400
chr3,10016635,10026400,YES,9766
chr3,68358774,68368528,YES,9755
chr3,122042798,122052256,YES,9459
chr3,21852393,21861701,YES,9309
chr3,121297346,121306426,YES,9081
chr3,50239657,50248484,YES,8828
chr3,97828083,97836616,YES,8534
chr3,9879412,9887235,YES,7824
chr3,97795159,97802709,YES,7551
chr3,94386645,94392407,YES,5763
chr3,83662798,83667325,YES,4528
chr3,133285780,133290172,YES,4393
chr3,109280958,109283874,YES,2917
chr3,148833024,148835742,YES,2719
chr3,9587132,9589045,YES,1914
chr3,127471840,127472858,YES,1019
chr3,157724844,157725839,YES,996
chr3,58311952,58312832,YES,881
chr4,59420468,59472621,YES,52154
chr4,144830564,144877140,YES,46577
chr4,144545539,144588809,YES,43271
chr4,19841216,19879525,YES,38310
chr4,122513008,122549771,YES,36764
chr4,149353854,149387248,YES,33395
chr4,11916369,11948745,YES,32377
chr4,88052472,88083031,YES,30560
chr4,132144159,132174189,YES,30031
chr4,9557694,9584914,YES,27221
chr4,63197965,63223498,YES,25534
chr4,115497628,115523121,YES,25494
chr4,108793149,108817709,YES,24561
chr4,148529576,148554080,YES,24505
chr4,53836475,53860313,YES,23839
chr4,104918215,104941831,YES,23617
chr4,102239026,102261657,YES,22632
chr4,141094564,141115426,YES,20863
chr4,119619847,119640090,YES,20244
chr4,55111191,55131324,YES,20134
chr4,142861522,142881650,YES,20129
chr4,130338766,130357526,YES,18761
chr4,116337454,116356005,YES,18552
chr4,116790333,116806997,YES,16665
chr4,149434736,149450714,YES,15979
chr4,41300092,41315734,YES,15643
chr4,32438831,32453702,YES,14872
chr4,144482582,144496959,YES,14378
chr4,53231125,53244606,YES,13482
chr4,9037200,9050198,YES,12999
chr4,59251414,59264250,YES,12837
chr4,55824840,55837410,YES,12571
chr4,116449429,116461336,YES,11908
chr4,150162815,150174097,YES,11283
chr4,104892022,104903114,YES,11093
chr4,124790130,124800895,YES,10766
chr4,9601661,9611426,YES,9766
chr4,3578489,3587440,YES,8952
chr4,128653721,128661535,YES,7815
chr4,86358175,86365705,YES,7531
chr4,149210106,149217406,YES,7301
chr4,135672839,135679878,YES,7040
chr4,53131332,53138205,YES,6874
chr4,94875949,94882281,YES,6333
chr4,88347924,88353899,YES,5976
chr4,53789899,53795746,YES,5848
chr4,62009094,62014831,YES,5738
chr4,66512889,66518512,YES,5624
chr4,59190299,59194739,YES,4441
chr4,3608118,3611015,YES,2898
chr4,53162513,53163824,YES,1312
chr4,58343518,58344441,YES,924
chr4,40102889,40103713,YES,825
chr4,55972654,55973437,YES,784
chr4,62390156,62390727,YES,572
chr5,17339610,17391618,YES,52009
chr5,32069012,32116883,YES,47872
chr5,73209743,73246457,YES,36715
chr5,104809513,104837298,YES,27786
chr5,119087926,119114578,YES,26653
chr5,97327034,97352848,YES,25815
chr5,86495414,86516366,YES,20953
chr5,64524958,64545147,YES,20190
chr5,91110862,91129647,YES,18786
chr5,66520113,66537289,YES,17177
chr5,148553862,148571015,YES,17154
chr5,117810467,117825464,YES,14998
chr5,115220408,115235264,YES,14857
chr5,112695158,112709611,YES,14454
chr5,44179553,44193477,YES,13925
chr5,53793763,53807300,YES,13538
chr5,64320782,64333833,YES,13052
chr5,72641256,72653736,YES,12481
chr5,91325964,91338357,YES,12394
chr5,122985814,122998018,YES,12205
chr5,121838912,121850784,YES,11873
chr5,124282015,124293253,YES,11239
chr5,136178418,136189643,YES,11226
chr5,43430420,43441087,YES,10668
chr5,53766983,53777421,YES,10439
chr5,17505444,17515613,YES,10170
chr5,138261903,138271781,YES,9879
chr5,43507945,43517700,YES,9756
chr5,136381127,136390710,YES,9584
chr5,73295830,73305340,YES,9511
chr5,91282203,91291376,YES,9174
chr5,135939199,135948190,YES,8992
chr5,76607470,76616338,YES,8869
chr5,34876502,34885341,YES,8840
chr5,66497035,66505861,YES,8827
chr5,124308402,124315932,YES,7531
chr5,4530045,4537276,YES,7232
chr5,106124989,106131515,YES,6527
chr5,111031967,111037996,YES,6030
chr5,136687651,136693620,YES,5970
chr5,65351802,65357062,YES,5261
chr5,32440640,32442363,YES,1724
chr5,20693935,20695584,YES,1650
chr5,20636924,20638381,YES,1458
chr5,101250112,101250763,YES,652
chr5,148723325,148723934,YES,610
chr5,75778160,75778703,YES,544
chr6,125431591,125478278,YES,46688
chr6,145926144,145963366,YES,37223
chr6,108453445,108487509,YES,34065
chr6,67006117,67037788,YES,31672
chr6,122871137,122901792,YES,30656
chr6,145713327,145741517,YES,28191
chr6,129177878,129204670,YES,26793
chr6,87449402,87475522,YES,26121
chr6,128776083,128801733,YES,25651
