chrom,start,end,label,length
chr12,31331249,31358863,YES,27615
chr12,51312101,51322453,YES,10353
chr12,98884594,98913797,YES,29204
chr12,106529065,106544099,YES,15035
chr12,68751994,68769946,YES,17953
chr13,78659445,78713250,YES,53806
chr13,115023530,115048651,YES,25122
chr13,114812139,114835312,YES,23174
chr13,114556693,114568111,YES,11419
chr13,30943617,30970368,YES,26752
chr13,78593050,78621049,YES,28000
chr13,41556429,41593840,YES,37412
chr14,106024665,106053457,YES,28793
chr14,106145079,106173688,YES,28610
chr14,91814851,91885498,YES,70648
chr14,81930615,81956725,YES,26111
chr14,95952119,95986445,YES,34327
chr14,77487855,77508275,YES,20421
chr14,65783514,65826181,YES,42668
chr14,72982517,72991474,YES,8958
chr14,98633265,98671110,YES,37846
chr15,68568573,68599463,YES,30891
chr15,46982283,47029306,YES,47024
chr15,89633068,89677231,YES,44164
chr15,75299107,75363790,YES,64684
chr15,90559273,90620588,YES,61316
chr15,81576184,81624979,YES,48796
chr15,75065057,75083705,YES,18649
chr15,52754251,52781306,YES,27056
chr15,93346441,93389342,YES,42902
chr15,56656354,56666488,YES,10135
chr15,31546224,31561885,YES,15662
chr15,38360674,38387618,YES,26945
chr15,40386787,40408835,YES,22049
chr15,31616998,31655082,YES,38085
chr15,101661282,101692440,YES,31159
chr15,70768790,70798810,YES,30021
chr15,90637080,90646558,YES,9479
chr15,99393369,99419852,YES,26484
chr15,58560942,58592264,YES,31323
chr15,33297284,33309984,YES,12701
chr15,65173800,65189653,YES,15854
chr15,52968180,52977487,YES,9308
chr15,101737734,101751266,YES,13533
chr15,21914332,21928926,YES,14595
chr15,23658864,23682592,YES,23729
chr15,32905356,32909520,YES,4165
chr15,30915959,30920130,YES,4172
chr15,42894358,42901740,YES,7383
chr15,45001748,45022933,YES,21186
chr15,40834973,40852225,YES,17253
chr15,38460077,38485446,YES,25370
chr15,70043801,70054411,YES,10611
chr16,11771151,11837300,YES,66150
chr16,66548929,66588057,YES,39129
chr16,23334346,23378971,YES,44626
chr16,68277977,68320878,YES,42902
chr16,67577937,67601632,YES,23696
chr16,56943438,56953577,YES,10140
chr16,23405214,23419507,YES,14294
chr16,12056800,12065530,YES,8731
chr16,81830562,81871502,YES,40941
chr16,68401103,68420087,YES,18985
chr17,32688066,32727293,YES,39228
chr17,62133223,62210007,YES,76785
chr17,76711343,76778428,YES,67086
chr17,16868489,16895794,YES,27306
chr17,37909660,37958466,YES,48807
chr17,34624730,34641584,YES,16855
chr17,34515976,34534800,YES,18825
chr17,75130900,75161298,YES,30399
chr17,56407353,56423510,YES,16158
chr17,46515797,46556959,YES,41163
chr17,29635346,29649568,YES,14223
chr17,75078960,75107007,YES,28048
chr17,37998715,38024698,YES,25984
chr17,47815647,47839634,YES,23988
chr17,38465754,38483810,YES,18057
chr17,6061999,6072064,YES,10066
chr17,66230308,66237086,YES,6779
chr17,43298212,43307963,YES,9752
chr17,62979638,62986194,YES,6557
chr17,36852020,36863435,YES,11416
chr17,20204024,20222018,YES,17995
chr17,78873176,78887379,YES,14204
chr17,65642041,65649265,YES,7225
chr17,31153917,31166927,YES,13011
chr17,2117504,2144494,YES,26991
chr17,60529263,60533161,YES,3899
chr17,55431045,55447479,YES,16435
chr17,74241645,74263816,YES,22172
chr17,32745592,32775385,YES,29794
chr17,70582499,70601545,YES,19047
chr17,43507439,43531600,YES,24162
chr17,56695425,56710203,YES,14779
chr17,73854074,73875504,YES,21431
chr18,9053980,9152746,YES,98767
chr18,60804603,60831414,YES,26812
chr18,42287501,42307823,YES,20323
chr18,46439394,46463232,YES,23839
chr18,56299339,56327591,YES,28253
chr18,20803415,20824642,YES,21228
chr18,48677468,48696766,YES,19299
chr18,22929650,22941418,YES,11769
chr18,56750991,56762615,YES,11625
chr19,2595272,2629228,YES,33957
chr19,56328865,56351953,YES,23089
chr19,16693975,16711975,YES,18001
chr19,42027259,42063702,YES,36444
chr19,2081799,2091428,YES,9630
chr19,35694166,35708210,YES,14045
chr19,1647506,1670274,YES,22769
chr19,16251279,16272865,YES,21587
chr19,39891490,39904122,YES,12633
chr19,7400410,7406754,YES,6345
chr19,16544670,16561454,YES,16785
chr19,54862388,54901182,YES,38795
chr2,37529949,37625152,YES,95204
chr2,99054455,99132423,YES,77969
chr2,204515360,204598826,YES,83467
chr2,65139863,65178902,YES,39040
chr2,47522172,47562423,YES,40252
chr2,182168254,182180421,YES,12168
chr2,109809012,109873459,YES,64448
chr2,201980093,201994839,YES,14747
chr2,42325305,42358063,YES,32759
chr2,112208447,112265527,YES,57081
chr2,106324469,106364008,YES,39540
chr2,87742086,87799484,YES,57399
chr2,20404132,20426415,YES,22284
chr2,89039127,89061736,YES,22610
chr2,64862563,64896797,YES,34235
chr2,197023617,197048761,YES,25145
chr2,97190155,97213003,YES,22849
chr2,33699635,33724391,YES,24757
chr2,234412409,234448432,YES,36024
chr2,112455307,112467866,YES,12560
chr2,11883039,11898426,YES,15388
chr2,186487765,186510845,YES,23081
chr2,86219566,86229142,YES,9577
chr2,217078955,217089125,YES,10171
chr2,64406485,64456300,YES,49816
chr2,202116400,202128809,YES,12410
chr2,43613859,43654983,YES,41125
chr2,17533947,17580367,YES,46421
chr2,153913895,153929349,YES,15455
chr2,25623786,25655731,YES,31946
chr2,175457488,175481634,YES,24147
chr2,64486173,64511769,YES,25597
chr2,158295074,158311059,YES,15986
chr2,20615309,20630917,YES,15609
chr2,231729140,231739742,YES,10603
chr2,43444282,43456855,YES,12574
chr2,204717083,204775114,YES,58032
chr2,201310817,201337778,YES,26962
chr2,192531084,192545931,YES,14848
chr2,219741376,219763261,YES,21886
chr2,202083023,202101756,YES,18734
chr2,239166296,239177085,YES,10790
chr2,238599854,238613700,YES,13847
chr2,88898967,88927047,YES,28081
chr2,227769250,227783094,YES,13845
chr2,70310159,70317241,YES,7083
chr2,160340485,160373994,YES,33510
chr2,54776871,54807844,YES,30974
chr2,216764658,216785684,YES,21027
chr2,47203725,47215267,YES,11543
chr2,13680242,13702448,YES,22207
chr2,207995878,208010439,YES,14562
chr2,201270236,201293879,YES,23644
chr2,129127185,129147615,YES,20431
chr2,236388593,236412842,YES,24250
chr2,134708366,134714789,YES,6424
chr2,158323826,158337627,YES,13802
chr2,173443085,173465224,YES,22140
chr2,106405817,106429347,YES,23531
chr2,111501134,111513690,YES,12557
chr2,46788570,46803271,YES,14702
chr2,197066410,197106407,YES,39998
chr2,86261220,86268112,YES,6893
chr2,135148090,135170702,YES,22613
chr20,32399042,32473861,YES,74820
chr20,30261582,30312193,YES,50612
chr20,52194716,52241209,YES,46494
chr20,56046678,56076228,YES,29551
chr20,52258190,52278769,YES,20580
chr20,25261524,25301188,YES,39665
chr20,37497237,37506082,YES,8846
chr20,52345561,52371504,YES,25944
chr20,42567047,42585391,YES,18345
chr20,5570260,5592303,YES,22044
chr20,45978355,45987400,YES,9046
chr20,40710193,40727369,YES,17177
chr20,43270552,43282426,YES,11875
chr20,17826331,17840297,YES,13967
chr20,32979009,33005176,YES,26168
chr20,43593791,43623830,YES,30040
chr20,52530990,52560978,YES,29989
chr20,46386115,46416279,YES,30165
chr20,45172236,45187175,YES,14940
chr20,56252467,56259279,YES,6813
chr20,9479957,9498397,YES,18441
chr20,46096399,46123831,YES,27433
chr20,42695398,42710289,YES,14892
chr20,53318274,53329827,YES,11554
chr21,41295604,41344869,YES,49266
chr21,45562260,45581430,YES,19171
chr21,34571658,34613200,YES,41543
chr21,43479533,43487244,YES,7712
chr21,34665175,34712733,YES,47559
chr21,44580597,44598304,YES,17708
chr21,19151891,19167952,YES,16062
chr21,36236395,36262844,YES,26450
chr21,43282235,43300630,YES,18396
chr21,44725375,44747548,YES,22174
chr22,23264891,23298555,YES,33665
chr22,23189751,23248629,YES,58879
chr22,29183276,29225861,YES,42586
chr22,37609872,37642434,YES,32563
chr22,38783462,38797766,YES,14305
chr22,24178006,24192237,YES,14232
chr22,36253435,36280217,YES,26783
chr22,26983943,26994000,YES,10058
chr22,39822861,39845549,YES,22689
chr22,22510909,22534251,YES,23343
chr22,48491111,48509707,YES,18597
chr22,23477738,23483406,YES,5669
chr22,23057383,23101783,YES,44401
chr22,27037416,27071021,YES,33606
chr22,22548788,22563486,YES,14699
chr22,42141139,42152421,YES,11283
chr3,141079175,141160355,YES,81181
chr3,171800594,171827085,YES,26492
chr3,183200971,183274916,YES,73946
chr3,133160085,133226821,YES,66737
chr3,98437055,98497183,YES,60129
chr3,169647188,169668461,YES,21274
chr3,177034996,177080113,YES,45118
chr3,46389048,46441563,YES,52516
chr3,39230671,39277257,YES,46587
chr3,5221044,5257276,YES,36233
chr3,175025179,175074275,YES,49097
chr3,46320074,46364603,YES,44530
chr3,193791722,193823271,YES,31550
chr3,156795252,156825935,YES,30684
chr3,186779310,186792808,YES,13499
chr3,176911655,176920810,YES,9156
chr3,46245420,46257731,YES,12312
chr3,186703125,186720721,YES,17597
chr3,181636477,181675224,YES,38748
chr3,174863368,174873521,YES,10154
chr3,178229075,178241940,YES,12866
chr3,182085910,182115627,YES,29718
chr3,13040134,13061365,YES,21232
chr3,46573937,46601346,YES,27410
chr3,69128110,69166153,YES,38044
chr3,46130136,46152939,YES,22804
chr3,161485424,161500181,YES,14758
chr3,55687354,55727267,YES,39914
chr3,160115966,160125092,YES,9127
chr3,124487148,124512547,YES,25400
chr3,177254857,177274845,YES,19989
chr3,163431511,163452182,YES,20672
chr3,191754891,191763211,YES,8321
chr3,150300050,150324138,YES,24089
chr3,169870764,169900246,YES,29483
chr3,194022156,194028209,YES,6054
chr3,112676553,112695720,YES,19168
chr3,39296105,39332416,YES,36312
chr3,182428501,182448962,YES,20462
chr3,101486180,101513189,YES,27010
chr3,184648754,184672288,YES,23535
chr3,52730315,52765770,YES,35456
chr3,165916983,165928278,YES,11296
chr3,151985311,152001959,YES,16649
chr3,108776421,108793543,YES,17123
chr3,121511402,121530231,YES,18830
chr3,10430520,10451794,YES,21275
chr3,153337339,153349343,YES,12005
chr3,158068173,158076568,YES,8396
chr3,151911111,151919812,YES,8702
chr3,14160360,14167876,YES,7517
chr3,45593014,45611453,YES,18440
chr3,132267848,132289703,YES,21856
chr3,156871602,156894312,YES,22711
chr4,185239197,185350061,YES,110865
chr4,90208888,90253455,YES,44568
chr4,185184253,185211125,YES,26873
chr4,186224930,186285555,YES,60626
chr4,71525402,71549270,YES,23869
chr4,40191316,40208490,YES,17175
chr4,48176896,48206887,YES,29992
chr4,121668507,121695293,YES,26787
chr4,144256621,144283066,YES,26446
chr4,38307175,38322899,YES,15725
chr4,185366594,185397223,YES,30630
chr4,76012483,76033998,YES,21516
chr4,77117381,77136436,YES,19056
chr4,77607361,77625162,YES,17802
chr4,84130652,84162870,YES,32219
chr4,140120912,140165904,YES,44993
chr4,74454186,74476539,YES,22354
chr4,105407196,105417430,YES,10235
chr4,87856129,87885171,YES,29043
chr4,38068829,38108889,YES,40061
chr4,129578348,129598633,YES,20286
chr4,78735433,78749916,YES,14484
chr4,71161007,71166742,YES,5736
chr4,129723949,129754638,YES,30690
chr4,89011224,89023618,YES,12395
chr4,40301812,40312369,YES,10558
chr4,108950551,108959169,YES,8619
chr4,185454366,185460876,YES,6511
chr4,106545423,106560235,YES,14813
chr4,14165997,14182834,YES,16838
chr4,38124207,38136077,YES,11871
chr5,88595698,88651061,YES,55364
chr5,86393568,86437319,YES,43752
chr5,131744726,131767961,YES,23236
chr5,55423289,55472027,YES,48739
chr5,142943557,142986455,YES,42899
chr5,180228435,180260268,YES,31834
chr5,88171061,88187020,YES,15960
chr5,173696395,173728700,YES,32306
chr5,88110445,88130359,YES,19915
chr5,109251077,109282449,YES,31373
chr5,148204936,148234268,YES,29333
chr5,1311267,1321260,YES,9994
chr5,61876514,61925537,YES,49024
chr5,109187595,109199310,YES,11716
chr5,6475453,6497398,YES,21946
chr5,32570713,32590566,YES,19854
chr5,156339423,156370092,YES,30670
chr5,173327272,173356652,YES,29381
chr5,55272608,55292103,YES,19496
chr5,131434821,131453573,YES,18753
chr5,131790540,131804366,YES,13827
chr5,90674144,90681145,YES,7002
chr5,125295695,125324489,YES,28795
chr5,61984422,61991452,YES,7031
chr5,142525038,142567073,YES,42036
chr5,118663328,118678646,YES,15319
chr5,55365449,55403343,YES,37895
chr5,55307247,55352896,YES,45650
chr5,162598102,162619308,YES,21207
chr5,87954387,87972999,YES,18613
chr5,112256684,112267831,YES,11148
chr5,131823784,131842607,YES,18824
chr5,54031569,54050101,YES,18533
chr5,150591217,150618962,YES,27746
chr5,138719857,138730337,YES,10481
chr5,100223584,100241708,YES,18125
chr5,139046476,139052706,YES,6231
chr5,42991194,43021296,YES,30103
chr5,112382271,112400458,YES,18188
chr5,88565211,88570843,YES,5633
chr6,108862574,108954807,YES,92234
chr6,289991,339066,YES,49076
chr6,7890593,7921680,YES,31088
chr6,25365986,25415553,YES,49568
chr6,138225282,138300135,YES,74854
chr6,52388903,52450006,YES,61104
chr6,106530530,106556406,YES,25877
chr6,90056038,90083416,YES,27379
chr6,106585503,106619027,YES,33525
chr6,26339710,26379418,YES,39709
chr6,88611996,88640524,YES,28529
chr6,11826959,11849301,YES,22343
chr6,129971659,130032049,YES,60391
chr6,108967706,108999033,YES,31328
chr6,119759545,119798380,YES,38836
chr6,109186318,109228535,YES,42218
chr6,135322159,135352527,YES,30369
chr6,7135022,7157540,YES,22519
chr6,32934649,32941687,YES,7039
chr6,34622784,34644104,YES,21321
chr6,80872647,80893485,YES,20839
chr6,135187379,135204957,YES,17579
chr6,42738112,42752519,YES,14408
chr6,11713892,11736357,YES,22466
chr6,139631891,139649146,YES,17256
chr6,31701621,31709289,YES,7669
chr6,25165312,25180172,YES,14861
chr6,7958557,7977968,YES,19412
chr6,37271311,37287147,YES,15837
chr6,157976729,157999615,YES,22887
chr6,37109102,37140846,YES,31745
chr6,15244936,15267510,YES,22575
chr6,45386626,45396392,YES,9767
chr6,97242077,97266064,YES,23988
chr6,76516653,76534592,YES,17940
chr6,37060726,37074331,YES,13606
chr6,251512,272855,YES,21344
chr6,96023523,96048886,YES,25364
chr7,55568663,55642807,YES,74145
chr7,78113758,78128812,YES,15055
chr7,150052940,150084431,YES,31492
chr7,25979571,26012296,YES,32726
chr7,102063720,102092918,YES,29199
chr7,90329688,90367692,YES,38005
chr7,114555752,114574483,YES,18732
chr7,111694617,111753803,YES,59187
chr7,104562897,104605634,YES,42738
chr7,142167022,142198224,YES,31203
chr7,150100878,150114012,YES,13135
chr7,50343200,50357457,YES,14258
chr7,52772937,52789182,YES,16246
chr7,44661678,44680621,YES,18944
chr7,47685405,47713135,YES,27731
chr7,92437057,92446049,YES,8993
chr7,47513025,47539224,YES,26200
chr7,106503857,106513688,YES,9832
chr7,128145155,128149066,YES,3912
chr7,20254434,20262617,YES,8184
chr7,34773294,34796750,YES,23457
chr7,129588522,129593137,YES,4616
chr7,128572176,128604385,YES,32210
chr7,104651183,104658439,YES,7257
chr7,128749870,128775696,YES,25827
chr7,121976547,121985356,YES,8810
chr7,90558495,90572511,YES,14017
chr7,116212305,116229450,YES,17146
chr7,142502424,142509330,YES,6907
chr7,106343585,106361693,YES,18109
chr7,158830824,158846492,YES,15669
chr7,137706497,137714862,YES,8366
chr7,52891631,52925579,YES,33949
chr7,110719445,110739134,YES,19690
chr8,27208299,27282710,YES,74412
chr8,19518586,19558848,YES,40263
chr8,120912591,120950561,YES,37971
chr8,2027435,2051071,YES,23637
chr8,95952817,96011026,YES,58210
chr8,126274580,126316300,YES,41721
chr8,134226968,134263051,YES,36084
chr8,29621868,29636788,YES,14921
chr8,81048776,81084522,YES,35747
chr8,137186128,137201381,YES,15254
chr8,38792904,38824182,YES,31279
chr8,29408591,29419130,YES,10540
chr8,29450495,29478026,YES,27532
chr8,18586839,18614869,YES,28031
chr8,101503602,101546628,YES,43027
chr8,27934294,27945982,YES,11689
chr8,134681184,134708559,YES,27376
chr8,66856761,66867170,YES,10410
chr8,16402984,16409380,YES,6397
chr9,93670119,93708650,YES,38532
chr9,96027123,96051533,YES,24411
chr9,123634250,123668569,YES,34320
chr9,9603881,9616202,YES,12322
chr9,112903770,112925332,YES,21563
chr9,134112587,134153210,YES,40624
chr9,94181022,94196145,YES,15124
chr9,112665381,112684446,YES,19066
chr9,104186968,104212190,YES,25223
chr9,129747500,129784950,YES,37451
chr9,117126894,117151699,YES,24806
chr9,93908971,93938510,YES,29540
chr9,132646193,132672096,YES,25904
chr9,93731928,93742760,YES,10833
chr9,117659491,117673290,YES,13800
chr9,134595414,134615461,YES,20048
chr9,71534060,71565549,YES,31490
chr9,624631,639310,YES,14680
chr9,108004531,108027238,YES,22708
chrX,130862240,130965909,YES,103670
chrX,48774108,48804784,YES,30677
chrX,10050051,10091376,YES,41326
chrX,128892518,128917543,YES,25026
chrX,37604684,37657079,YES,52396
chrX,6636162,6667726,YES,31565
chrX,75364390,75370388,YES,5999
chrX,42792437,42814953,YES,22517
chrX,119434657,119441956,YES,7300
chrX,118814933,118827816,YES,12884
chr1,52417366,52430775,NO,13410
chr1,24280807,24308018,NO,27212
chr1,218628506,218649081,NO,20576
chr1,154971091,154977967,NO,6877
chr1,93399063,93424681,NO,25619
chr1,181096877,181123239,NO,26363
chr1,146513890,146520433,NO,6544
chr1,197775312,197779269,NO,3958
chr1,244996264,245000948,NO,4685
chr1,154828955,154838244,NO,9290
chr1,25869495,25890280,NO,20786
chr1,24709965,24720849,NO,10885
chr1,160736429,160768513,NO,32085
chr1,226065252,226087064,NO,21813
chr1,39660429,39683024,NO,22596
chr1,42129136,42140837,NO,11702
chr1,143996924,144002754,NO,5831
chr1,17229191,17233453,NO,4263
chr1,25942197,25970952,NO,28756
chr1,200592910,200598804,NO,5895
chr1,120749702,120755191,NO,5490
chr1,157773741,157779100,NO,5360
chr1,149855019,149861182,NO,6164
chr1,194796066,194815859,NO,19794
chr1,111323368,111331757,NO,8390
chr1,164570537,164589960,NO,19424
chr1,66896756,66912881,NO,16126
chr1,177786112,177795967,NO,9856
chr1,200859222,200864391,NO,5170
chr1,231739124,231750057,NO,10934
chr1,226034216,226046086,NO,11871
chr1,179968350,179975326,NO,6977
chr1,183878168,183884050,NO,5883
chr1,201725223,201735889,NO,10667
chr1,144904146,144910896,NO,6751
chr1,40238694,40243999,NO,5306
chr1,40522782,40531904,NO,9123
chr1,15150317,15165023,NO,14707
chr1,169873061,169895794,NO,22734
chr1,205196294,205218377,NO,22084
chr1,245132601,245136171,NO,3571
chr1,218335669,218340402,NO,4734
chr1,8760697,8773925,NO,13229
chr1,235242062,235247863,NO,5802
chr1,107992779,108003996,NO,11218
chr1,207918757,207926966,NO,8210
chr1,42185911,42196299,NO,10389
chr1,149214310,149225496,NO,11187
chr1,150131062,150139044,NO,7983
chr1,179048861,179053762,NO,4902
chr1,156186888,156197374,NO,10487
chr1,112134809,112160019,NO,25211
chr1,212768528,212788962,NO,20435
chr1,88329920,88340448,NO,10529
chr1,200986634,200993627,NO,6994
chr1,114470515,114490983,NO,20469
chr1,38939356,38942932,NO,3577
chr1,151891922,151905326,NO,13405
chr1,207995001,208006165,NO,11165
chr1,240664117,240668486,NO,4370
chr1,246740009,246755825,NO,15817
chr1,226242570,226252983,NO,10414
chr1,1605756,1611149,NO,5394
chr1,211507677,211511561,NO,3885
chr1,23937962,23947906,NO,9945
chr1,241694100,241697925,NO,3826
chr1,68201017,68226707,NO,25691
chr1,15896696,15907364,NO,10669
chr1,247373017,247380636,NO,7620
chr1,14329679,14344666,NO,14988
chr1,16149908,16179452,NO,29545
chr1,27065386,27073055,NO,7670
chr1,154944712,154949597,NO,4886
chr1,202529950,202539202,NO,9253
chr1,156626890,156635569,NO,8680
chr1,156716222,156722874,NO,6653
chr1,52033490,52045404,NO,11915
chr1,164410018,164417413,NO,7396
chr1,21618259,21622832,NO,4574
chr1,14362127,14368372,NO,6246
chr1,150335395,150339222,NO,3828
chr1,28570063,28577016,NO,6954
chr1,226592539,226597225,NO,4687
chr1,111745240,111765888,NO,20649
chr1,194193458,194197514,NO,4057
chr1,32446020,32452941,NO,6922
chr1,147011354,147018001,NO,6648
chr1,167177308,167192623,NO,15316
chr1,193505580,193511620,NO,6041
chr1,162595758,162604433,NO,8676
chr1,36838526,36854042,NO,15517
chr1,25069521,25076465,NO,6945
chr1,42162755,42167622,NO,4868
chr1,155912071,155918469,NO,6399
chr1,33087978,33095516,NO,7539
chr1,53100873,53105130,NO,4258
chr1,1708489,1713394,NO,4906
chr1,115236701,115251040,NO,14340
chr1,202378402,202381870,NO,3469
chr1,178573662,178577605,NO,3944
chr1,82572289,82577462,NO,5174
chr1,245025181,245029268,NO,4088
chr1,162234911,162256396,NO,21486
chr1,49442094,49450179,NO,8086
chr1,150205797,150209901,NO,4105
chr1,201704294,201710744,NO,6451
chr1,38140560,38159111,NO,18552
chr1,11622878,11632311,NO,9434
chr1,186726360,186742124,NO,15765
chr1,227068349,227073277,NO,4929
chr1,209940882,209943969,NO,3088
chr1,33281719,33285743,NO,4025
chr1,86456240,86461719,NO,5480
chr1,224683708,224692719,NO,9012
chr1,167296205,167301983,NO,5779
chr1,9484689,9490072,NO,5384
chr1,117305233,117321384,NO,16152
chr1,67395135,67401576,NO,6442
chr1,159837571,159860696,NO,23126
chr1,211430848,211434910,NO,4063
chr1,243750737,243760607,NO,9871
chr1,155655981,155672153,NO,16173
chr1,167416289,167426279,NO,9991
chr1,155530105,155534351,NO,4247
chr1,167903048,167907755,NO,4708
chr1,167674935,167686720,NO,11786
chr1,22817802,22835822,NO,18021
chr1,38492454,38497658,NO,5205
chr1,31932771,31960822,NO,28052
chr1,161029084,161042123,NO,13040
chr1,86711994,86715884,NO,3891
chr1,42265092,42270861,NO,5770
chr1,59478353,59487062,NO,8710
chr1,6977153,6984477,NO,7325
chr1,46150759,46154930,NO,4172
chr1,213103710,213121290,NO,17581
